user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,clean_hashtags,clean_text,clean_tweets,label,classes
Francis O'Reilly,"Dublin City, Ireland","Feminist Socialist member of People Before Profit Alliance and SWN. Love Dublin GAA, Bohemian FC & Celtic FC.",2015-01-09 15:26:00,809.0,3007.0,16694.0,True,2021-01-23 01:27:00,"F**k!

#ZeroCovid #AllIrelandNHS now! #CovidVaccine #COVID19ireland https://t.co/VPJNRMLQuH","['ZeroCovid', 'AllIrelandNHS', 'CovidVaccine', 'COVID19ireland']",Twitter for Android,False,"zerocovid, allirelandnhs, covidvaccine, covid19ireland",fkzerocovid allirelandnhs now covidvaccine covid19ireland,f k zerocovid allirelandnhs now covidvaccine covid ireland,opinion,1
Physician's Weekly,"Basking Ridge, NJ","Physician’s Weekly provides HCP-driven & -written editorial, CME & news to HCPs in top US hospitals, medical centers & private practices via print & digital.",2010-06-14 13:27:00,6063.0,5987.0,45280.0,False,2021-02-26 01:21:00,we JUST saw that @US_FDA says the Pfizer #COVIDVaccine can be stored at normal freezer temps for 2 weeks. How encou… https://t.co/GJTWQzQrU8,['COVIDVaccine'],Twitter Web App,False,covidvaccine,we just saw that says the pfizer covidvaccine can be stored at normal freezer temps for 2 weeks how encou,we just saw that say the pfizer covidvaccine can be stored at normal freezer temp for week how encou,fact/announcement,0
.,,"ll MBA HR ll Politics ll Cricket Freak ll Learner ll Fitness ll Never Give Up ll #Bihari ll @iammonikasingh_
❤🌸🔱🌪🌠🦋🙏",2014-10-17 21:22:00,126.0,113.0,857.0,False,2021-03-20 13:27:00,"After trending on top 5 from last 3 hours on Twitter, I hope #ImranKhan needs Indian #CovidVaccine more than Bushra… https://t.co/nyFksuzgog","['ImranKhan', 'CovidVaccine']",Twitter for Android,False,"imrankhan, covidvaccine",after trending on top 5 from last 3 hours on twitter i hope imrankhan needs indian covidvaccine more than bushra,after trending on top from last hour on twitter i hope imrankhan need indian covidvaccine more than bushra,opinion,1
Nimbuscare,York,"11 GP Practices working collaboratively to deliver local care to local people. At scale Primary Care provider, caring for more than 250,000 people in York area.",2020-10-22 08:04:00,529.0,895.0,416.0,True,2021-02-12 07:51:00,Good morning from #YorkVaccinationCentre we’re open as usual today &amp; ready to welcome people for their appointments… https://t.co/nAuv8TkyNY,['YorkVaccinationCentre'],Twitter for iPhone,False,yorkvaccinationcentre,good morning from yorkvaccinationcentre were open as usual today amp ready to welcome people for their appointments,good morning from yorkvaccinationcentre we are open a usual today ready to welcome people for their appointment,fact/announcement,0
Isabel Dias,"Long Island, NY",mom to a little girl who rules my world,2009-12-19 14:06:00,119.0,940.0,581.0,False,2021-03-04 23:15:00,"Anyone know which organization is providing #CovidVaccine on #LongIsland 
Tried all of my local pharmacies. Nothing is available.","['CovidVaccine', 'LongIsland']",Twitter Web App,False,"covidvaccine, longisland",anyone know which organization is providing covidvaccine on longisland tried all of my local pharmacies nothing is available,anyone know which organization is providing covidvaccine on longisland tried all of my local pharmacy nothing is available,opinion,1
The Dressmaker,,"Lucy King - Seamstress and BTCC podium person! (yes, it's a thing!)   

Clothing and Accessories Handmade in North Yorkshire, UK",2018-06-16 15:18:00,222.0,174.0,2833.0,True,2020-11-16 18:04:00,"Over a quarter of a million deaths, that's what happened on your watch - get in the bin! 🤦‍♀️ #TrumpTantrum… https://t.co/Yt1FLIPLk9",['TrumpTantrum'],Twitter for Android,False,trumptantrum,over a quarter of a million deaths thats what happened on your watch get in the bin trumptantrum,over a quarter of a million death that is what happened on your watch get in the bin trumptantrum,opinion,1
Shredder,,,2009-08-11 19:46:00,212.0,914.0,62394.0,False,2021-02-15 16:27:00,#COVIDVaccine - day 2 - no superpowers.. damn.,['COVIDVaccine'],Twitter for iPhone,False,covidvaccine,covidvaccine day 2 no superpowers damn,covidvaccine day no superpower damn,opinion,1
CJ,"England, United Kingdom",Ex-City HR/Project Manager. EA/HR Public Art Gallery last decade. Therapist/Reiki. Artist/Photographer. Essex Comp girl (the Suffolk end). Rock/Jazz/Blues fan.,2017-04-10 13:52:00,143.0,1297.0,5603.0,True,2021-01-26 18:02:00,"One thing CW didn't address is that people are now worried, after #EU announcements today, that the second dose of… https://t.co/MbLm9Lf8a8",['EU'],Twitter Web App,False,eu,one thing cw didnt address is that people are now worried after eu announcements today that the second dose of,one thing cw did not address is that people are now worried after eu announcement today that the second dose of,opinion,1
mintpattynyc,"New York, NY","🇺🇸Petite&Powerful #FinancialCrimes ML/TF #Fraud Fighter, Adventurer, Architecture geek, #WomensRights 🎶🎾🎭🍷#BidenHarris #BeKind Shalom",2011-05-02 03:14:00,222.0,740.0,15482.0,True,2021-01-28 15:36:00,"@RepLoisFrankel My parents 80+ not yet able to get #CovidVaccine. Elders in Boynton Beach FL, WPB Cnty are NOT gett… https://t.co/OJkO6jCMWT",['CovidVaccine'],Twitter Web App,False,covidvaccine,my parents 80 not yet able to get covidvaccine elders in boynton beach fl wpb cnty are not gett,my parent not yet able to get covidvaccine elder in boynton beach fl wpb cnty are not gett,opinion,1
NHS Greenwich CCG,"Greenwich, London","We are part of NHS South East London CCG, responsible for planning, buying and monitoring healthcare services for Greenwich residents.",2009-12-01 09:56:00,12113.0,5392.0,1043.0,True,2021-01-22 10:03:00,"NHS staff across #Greenwich are working hard to vaccinate people against #COVID19.

There’s no need to contact your… https://t.co/DKzIoy8av0","['Greenwich', 'COVID19']",Hootsuite Inc.,False,"greenwich, covid19",nhs staff across greenwich are working hard to vaccinate people against covid19theres no need to contact your,nh staff across greenwich are working hard to vaccinate people against covid there is no need to contact your,fact/announcement,0
Allyn Fisher-Ilan,,"Editor at https://t.co/KIbwo7As23 ex Reuters, AP, NYT. Boomer annoyed by pseudoliberal protests against 'cancel culture.'  Down with racism and its 'empirical' trappings.",2009-03-04 06:30:00,6232.0,5589.0,8693.0,True,2021-03-25 11:14:00,"Israel vaccinates more than half its population, but still far from COVID-19 herd immunity https://t.co/o4Kk17crTs #CovidVaccine",['CovidVaccine'],Twitter Web App,False,covidvaccine,israel vaccinates more than half its population but still far from covid19 herd immunity covidvaccine,israel vaccinates more than half it population but still far from covid herd immunity covidvaccine,fact/announcement,0
Stockton Strong,"Stockton, CA","We are a coalition of public, private and civic leaders and organizations collaborating to serve as Stockton’s COVID-19 Information and Resource Center.",2020-03-26 00:13:00,369.0,108.0,412.0,True,2021-01-26 22:58:00,"#CovidVaccine now available for San Joaquin residents ages 65+ Registration required, visit https://t.co/BZE4UZCoG1… https://t.co/WRfA48xqvs",['CovidVaccine'],Twitter Web App,False,covidvaccine,covidvaccine now available for san joaquin residents ages 65 registration required visit,covidvaccine now available for san joaquin resident age registration required visit,fact/announcement,0
Sybil Sykes 🌹🌱,"Leicester, England","Music, cats, politics and beer. Lefty vegan. That just about covers it. she/her",2017-06-05 18:38:00,247.0,682.0,67259.0,True,2021-04-11 19:21:00,So pleased I've had my first #AstraZeneca #CovidVaccine. A small weight has been lifted. Massive thanks to all the… https://t.co/e61uDhcTVN,"['AstraZeneca', 'CovidVaccine']",Twitter for Android,False,"astrazeneca, covidvaccine",so pleased ive had my first astrazeneca covidvaccine a small weight has been lifted massive thanks to all the,so pleased i have had my first astrazeneca covidvaccine a small weight ha been lifted massive thanks to all the,opinion,1
"Antiqua N. Smart, DNP, NP-BC, PHNA-BC✝️ ⚕️","Louisiana, USA",APRN-CNP|Asst Professor @Loyola_NOLA|Infopreneur|Med Contributor @Healthin30 & @HealthWebMagaz1|Healthcare Consultant|Health Policy|Writer/Blogger|My Views,2019-12-27 08:09:00,3404.0,1234.0,8410.0,True,2021-01-09 15:00:00,"Here’s Why Distribution of the Vaccine Is Taking Longer Than Expected. @nytimes @PublicHealthMap

#COVID19… https://t.co/yCzgZe5rCw",['COVID19'],Buffer,False,covid19,heres why distribution of the vaccine is taking longer than expected covid19,here is why distribution of the vaccine is taking longer than expected covid,fact/announcement,0
Hazel A Smith (PhD),"Dublin, Ireland","@Irish_RNM chair. CJ Coleman research award recipient for #PedsICU study. Midwife, research coordinator & researcher. Own views. Retweets & likes ≠ endorsement.",2009-07-07 18:34:00,1406.0,1275.0,9027.0,True,2021-01-14 09:29:00,From my work on #SirenStudy I make one plea: #CovidVaccine protects you from developing #COVID19 (disease) when you… https://t.co/7foMJvlwSp,"['SirenStudy', 'CovidVaccine', 'COVID19']",Twitter for Android,False,"sirenstudy, covidvaccine, covid19",from my work on sirenstudy i make one plea covidvaccine protects you from developing covid19 disease when you,from my work on sirenstudy i make one plea covidvaccine protects you from developing covid disease when you,fact/announcement,0
jordan morrissey,,"musician, historian, producer, psychonaut, music addict",2009-06-06 04:51:00,160.0,259.0,6406.0,True,2020-12-30 05:02:00,"I was fortunate enough to receive the Moderna Covid-19 vaccination tonight. Let’s end this shit!
#COVID19… https://t.co/ps5IUAL9MA",['COVID19'],Twitter for iPhone,False,covid19,i was fortunate enough to receive the moderna covid19 vaccination tonight lets end this shitcovid19,i wa fortunate enough to receive the moderna covid vaccination tonight let u end this shit covid,opinion,1
Deborah sturdy @Chief NurseASC,"England, United Kingdom",Chief Nurse Social Care England,2020-12-21 13:54:00,770.0,98.0,41.0,False,2021-02-17 13:27:00,Excellent to see home care staff from @AbbotsCareLtd talking about their reasons for getting the #CovidVaccine. Gre… https://t.co/aVJ48oUN7F,['CovidVaccine'],Twitter Web App,False,covidvaccine,excellent to see home care staff from talking about their reasons for getting the covidvaccine gre,excellent to see home care staff from talking about their reason for getting the covidvaccine gre,opinion,1
Kennedy,Los Angeles/NYC,Host of Kennedy on Fox Business Network; Author The Kennedy Chronicles: The Golden Age of MTV Through Rose Colored Glasses,2009-05-29 05:13:00,372135.0,7979.0,28737.0,True,2021-01-12 00:03:00,Tonight on #Kennedy we will be talking #BigTechCensorship #parlershutdown #CovidVaccine #newsomrecall &amp;… https://t.co/EwblzXZ455,"['Kennedy', 'BigTechCensorship', 'parlershutdown', 'CovidVaccine', 'newsomrecall']",Twitter for iPhone,False,"kennedy, bigtechcensorship, parlershutdown, covidvaccine, newsomrecall",tonight on kennedy we will be talking bigtechcensorship parlershutdown covidvaccine newsomrecall amp,tonight on kennedy we will be talking bigtechcensorship parlershutdown covidvaccine newsomrecall,fact/announcement,0
J.E. Van Loke,,"Writer. Woodworker. Spirit in the material world.
#ascension #disclosure #nesara #freeenergy #sovereign",2015-09-08 15:38:00,308.0,284.0,4561.0,True,2021-01-31 16:13:00,"Is the #CovidVaccine meant to suppress humanity's rising consciousness?

 https://t.co/0DKaekRvVf",['CovidVaccine'],Twitter Web App,False,covidvaccine,is the covidvaccine meant to suppress humanitys rising consciousness,is the covidvaccine meant to suppress humanity s rising consciousness,opinion,1
Stephanie🙋🏽‍♀️,"England,Halifax",Be anything but predictable✨ @zachhtfc💋htafc🐾,2012-01-18 19:58:00,236.0,253.0,4504.0,False,2021-02-17 11:02:00,My Mum &amp; Dad are getting the #CovidVaccine today!👏🏽🙌🏽 she just text saying they’re getting the Pfizer vaccine and ‘… https://t.co/HSrFTZcJ2K,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,my mum amp dad are getting the covidvaccine today she just text saying theyre getting the pfizer vaccine and,my mum dad are getting the covidvaccine today she just text saying they are getting the pfizer vaccine and,opinion,1
Leesie,"Hudson Valley, NY","1stGen Italian twin. Real food,gardening&sports geek. No Farms|No Food advo. Enviro gal/human-animal rights supp. In this 2learn&make difference. R.E. paralegal",2009-03-02 20:06:00,1434.0,2872.0,13596.0,True,2021-04-08 01:59:00,"62 Million J&amp;J Vaccine Doses Need to Be Checked for Contamination: NYT #JohnsonAndJohnsonVaccine
#JNJ #CovidVaccine… https://t.co/cdgt4jak22","['JohnsonAndJohnsonVaccine', 'JNJ', 'CovidVaccine']",Twitter for Android,False,"johnsonandjohnsonvaccine, jnj, covidvaccine",62 million jampj vaccine doses need to be checked for contamination nyt johnsonandjohnsonvaccinejnj covidvaccine,million j j vaccine dos need to be checked for contamination nyt johnsonandjohnsonvaccine jnj covidvaccine,fact/announcement,0
DrMoonsausage,,Gun owner and strong supporter of #2A. Healthcare professional. Trump supporter. #MAGA. Parler: @Moonsausage,2020-03-16 16:42:00,431.0,713.0,38088.0,True,2020-12-28 21:35:00,@drdavidsamadi I wonder when countries will start suggesting we cohort those who refuse to take the #CovidVaccine i… https://t.co/RByYsIjNsa,['CovidVaccine'],Twitter Web App,False,covidvaccine,i wonder when countries will start suggesting we cohort those who refuse to take the covidvaccine i,i wonder when country will start suggesting we cohort those who refuse to take the covidvaccine i,opinion,1
Omniscient_Imbercile,"London, England","Politics Sports Current affairs ...
I KNOW IT ALL just like self entitled public figures who are bereft of reality and live in their trough of lies",2020-10-30 12:30:00,4.0,41.0,17.0,True,2021-01-27 20:07:00,"@AngelaRayner @BorisJohnson The #ToriesOut 2020 vision seems to have eluded their common sense motto.
Seems even 20… https://t.co/9VydC9oaOW",['ToriesOut'],Twitter for Android,False,toriesout,the toriesout 2020 vision seems to have eluded their common sense mottoseems even 20,the toriesout vision seems to have eluded their common sense motto seems even,opinion,1
Evangeline,,"AJPBP is one of the best international open access, peer reviewed medical journals that aims to publish complete and reliable source of information",2020-09-17 06:17:00,50.0,56.0,56.0,True,2021-02-01 12:20:00,"#diabetes during pregnancy may increase risk of heart disease
https://t.co/gxi70MhmDB
https://t.co/Ubepm2PsmB… https://t.co/OJHMYGkFO8",['diabetes'],Twitter Web App,False,diabetes,diabetes during pregnancy may increase risk of heart disease,diabetes during pregnancy may increase risk of heart disease,fact/announcement,0
Matthew Weber,,,2020-11-11 20:46:00,5.0,231.0,3058.0,True,2020-12-30 15:39:00,@CityofTLH @cotfire Utter chaos in @RonDeSantisFL #CovidVaccine roll out @SRQCountyGov no appointments #SOLD vaccin… https://t.co/qPnoalRVSX,"['CovidVaccine', 'SOLD']",Twitter for iPhone,False,"covidvaccine, sold",utter chaos in covidvaccine roll out no appointments sold vaccin,utter chaos in covidvaccine roll out no appointment sold vaccin,opinion,1
